data,pre_label,label,location
1650875176863,1,1,
1650875236241,0,1,
1650875296682,0,1,
1650875355865,0,1,
1650875416381,0,1,
1650875476813,3,3,
1650875536241,1,1,
1650875596725,1,1,
1650875656222,5,5,
1650875716588,0,1,
1650875777010,0,0,
1650875836473,1,1,
1650875896932,1,1,
1650875956227,1,1,
1650876016533,1,2,
1650876076853,2,2,
1650876136366,6,6,
1650876196621,6,7,
1650876256967,0,0,
1650876316323,0,0,
1650876376671,0,0,
1650876436164,0,0,
1650876496649,0,0,
1650876556035,0,0,
1650876616364,3,3,
1650876676758,1,3,
1650876736145,1,3,
1650876796625,10,6,
1650876857203,0,0,
1650876916662,1,1,
1650876976120,1,1,
1650877036877,1,1,
1650877096343,2,2,
1650877156806,1,1,
1650877217117,2,2,
1650877277739,2,3,
1650877336191,4,3,
1650877396518,8,8,
1650877456972,7,12,
1650877516429,0,0,
1650877576747,4,4,
1650877636424,1,2,
1650877696842,1,2,
1650877756414,1,2,
1650877816956,1,1,
1650877876777,3,3,
1650877936256,7,7,
1650877996640,6,6,
1650878057175,13,8,
1650878116778,9,8,
1650878176344,0,0,
1650878236789,1,1,
1650878296206,1,1,
1650878356630,1,1,
1650878417090,5,5,
1650878476527,2,5,
1650878537038,5,7,
1650878596351,7,8,
1650878656649,7,8,
1650878717012,8,9,
1650878776479,1,1,
1650878836864,1,1,
1650878896372,4,4,
1650878956796,5,4,
1650879016189,5,6,
1650879076472,3,6,
1650879136948,6,6,
1650879196250,5,6,
1650879256675,5,8,
1650879317107,6,9,
1650879376540,8,8,
1650879436989,5,10,
1650879496352,1,1,
1650879556663,0,0,
1650879616938,1,1,
1650879676236,0,0,
1650879736703,0,0,
1650879797077,0,0,
1650879856461,0,0,
1650879916759,1,1,
1650879976193,2,3,
1650880036691,6,5,
1650880097146,0,0,
1650880156371,0,1,
1650880216763,0,1,
1650880276116,0,1,
1650880336581,0,1,
1650880397041,0,1,
1650880456377,0,1,
1650880516793,0,0,
1650880576179,0,0,
1650880636549,0,0,
1650880697056,0,0,
1650880756437,2,2,
1650880817791,1,3,
1650880876149,1,3,
1650880936627,3,8,
1650880996977,4,5,
1650881056229,0,1,
1650881116667,1,2,
1650881177081,2,2,
1650881236528,1,1,
1650881296929,2,3,
1650881356342,3,3,
1650881416670,3,6,
1650881477134,3,6,
1650881536545,4,6,
1650881597006,5,7,
1650881656501,3,7,
1650881716932,0,0,
1650881776364,0,0,
1650881836853,0,0,
1650881896403,2,2,
1650881956882,0,0,
1650882016291,0,0,
1650882076834,0,1,
1650882136310,1,1,
1650882196628,0,1,
1650882257063,0,4,
1650882316416,2,5,
1650882376850,3,6,
1650882436279,5,9,
1650882496648,0,0,
1650882556002,0,0,
1650882616496,0,0,
1650882676928,0,0,
1650882736297,1,1,
1650882796755,1,1,
1650882856101,0,2,
1650882916496,0,2,
1650882976810,1,2,
1650883036107,2,3,
1650883096580,0,0,
1650883156974,0,0,
1650883216285,0,1,
1650883276623,0,0,
1650883336951,1,1,
1650883396284,2,2,
1650883456683,0,1,
1650883516096,0,0,
1650883576474,0,0,
1650883636799,0,1,
1650883696265,0,2,
1650883756664,1,2,
1650883816247,2,2,
1650883876519,1,3,
1650883936942,1,3,
1650883996273,3,3,
1650884056735,1,3,
1650884116162,3,4,
1650884176534,2,4,
1650884236969,4,4,
1650884296313,6,7,
1650884356655,0,0,
1650884417061,0,0,
1650884476546,0,1,
1650884536976,0,1,
1650884596356,0,2,
1650884656836,0,1,
1650884716288,1,1,
1650884776626,2,2,
1650884837037,0,0,
1650884896351,0,0,
1650884956826,1,2,
1650885016205,1,2,
1650885076744,2,2,
1650885136088,3,4,
1650885196600,4,4,
1650885256963,4,4,
1650885316247,4,5,
1650885376554,9,5,
1650885436909,5,7,
1650885496395,0,0,
1650885556725,0,0,
1650885616068,0,1,
1650885676465,0,1,
1650885736785,1,2,
1650885796184,2,2,
1650885856603,4,4,
1650885916936,4,4,
1650885976412,0,0,
1650886036757,0,0,
1650886096105,0,0,
1650886156581,0,0,
1650886216936,0,0,
1650886276378,0,0,
1650886336657,0,0,
1650886397216,1,1,
1650886456550,0,1,
1650886517061,0,1,
1650886576508,0,0,
1650886636827,0,0,
1650886696224,1,1,
1650886756639,2,1,
1650886817032,1,1,
1650886876406,1,1,
1650886936811,2,1,
1650886996132,1,1,
1650887056498,1,1,
1650887116872,2,3,
1650887176307,3,4,
1650887236687,6,7,
1650887297086,0,0,
1650887356375,0,0,
1650887416890,0,0,
1650887476256,0,0,
1650887536450,2,3,
1650887596852,1,3,
1650887656356,7,7,
1650887716658,3,4,
1650887777157,2,5,
1650887836635,5,7,
1650887896958,3,6,
1650887956232,4,7,
1650888017617,6,9,
1650888077096,0,0,
1650888136534,3,3,
1650888196856,0,3,
1650888256228,0,2,
1650888316759,1,2,
1650888376242,0,2,
1650888436546,0,2,
1650888496887,1,2,
1650888556242,0,0,
1650888616496,0,2,
1650888676917,0,2,
1650888736231,0,2,
1650888796679,0,3,
1650888855906,0,2,
1650888916117,0,2,
1650888976514,0,2,
1650889036855,0,2,
1650889096118,1,2,
1650889156649,0,0,
1650889217009,0,1,
1650889276454,0,1,
1650889336918,0,1,
1650889396214,0,1,
1650889456498,0,1,
1650889516874,0,1,
1650889576202,0,1,
1650889636588,0,1,
1650889696902,0,1,
1650889756333,0,3,
1650889816773,0,3,
1650889876236,0,3,
1650889936725,7,7,
1650889995991,0,0,
1650890056411,0,1,
1650890116753,0,1,
1650890175981,0,1,
1650890236353,4,4,
1650890296793,0,4,
1650890356233,1,5,
1650890416537,1,5,
1650890476863,2,5,
1650890537082,3,6,
1650890596485,3,4,
1650890656812,1,2,
1650890716327,0,0,
1650890776773,0,0,
1650890836198,0,0,
1650890896432,1,1,
1650890956712,0,1,
1650891015992,0,0,
1650891076301,0,0,
1650891136578,0,0,
1650891196915,1,3,
1650891256227,1,1,
1650891382105,2,-1,
1650891382242,2,-1,
1650891382421,2,-1,
1650891382515,2,-1,
1650891435990,1,1,
1650891496282,0,1,
1650891556563,0,1,
1650891617802,1,1,
1650891676253,0,0,
1650891736803,1,1,
1650891796224,1,1,
1650891856515,3,3,
1650891917021,3,3,
1650891976299,3,4,
1650892036788,4,7,
1650892096039,0,0,
1650892156534,0,0,
1650892216922,1,1,
1650892276301,0,1,
1650892336703,3,3,
1650892396178,3,2,
1650892456503,5,4,
1650892516872,4,4,
1650892576120,5,4,
1650892636570,6,10,
1650892696802,4,10,
1650892756232,7,8,
1650892816628,6,8,
1650892876998,0,0,
1650892936307,1,1,
1650892996588,0,0,
1650893056963,0,0,
1650893116206,0,0,
1650893176415,0,0,
1650893236617,0,0,
1650893296983,1,1,
1650893356443,1,1,
1650893416923,3,2,
1650893476352,0,0,
1650893536735,0,0,
1650893596001,1,1,
1650893656532,1,1,
1650893716778,0,1,
1650893841741,1,-1,
1650893841801,1,-1,
1650893842015,1,-1,
1650893842076,1,-1,
1650893896678,0,1,
1650893957164,1,1,
1650894016591,1,1,
1650894076852,1,1,
1650894136230,0,1,
1650894196532,2,4,
1650894257062,3,7,
1650894316628,0,0,
1650894377081,0,0,
1650894436622,0,0,
1650894497057,0,0,
1650894556453,0,0,
1650894617077,0,0,
1650894676541,0,0,
1650894736870,0,1,
1650894796235,3,2,
1650894856566,2,2,
1650894917021,3,4,
1650894976413,3,4,
1650895036788,4,4,
1650895096024,1,1,
1650895156398,0,0,
1650920417814,0,0,
1650920476282,0,0,
1650920536629,0,0,
1650920596933,0,0,
1650920656440,0,1,
1650920716795,0,1,
1650920776182,0,1,
1650920836545,0,1,
1650920896974,0,1,
1650920956408,1,1,
1650921016794,1,1,
1650921076231,1,1,
1650921136502,0,1,
1650921196716,0,0,
1650921256080,0,0,
1650921382247,0,-1,
1650921382319,0,-1,
1650921382562,0,-1,
1650921382635,0,-1,
1650921436313,0,0,
1650921496543,0,0,
1650921556922,0,0,
1650921616251,0,0,
1650921676689,0,0,
1650921736140,0,0,
1650921796754,0,0,
1650921856152,0,0,
1650921918104,0,0,
1650921976504,0,0,
1650922037112,0,0,
1650922096480,0,0,
1650922156947,0,0,
1650922216398,0,0,
1650922276744,0,1,
1650922336212,0,1,
1650922396449,0,1,
1650922456824,0,1,
1650922516254,0,1,
1650922576717,0,1,
1650922636161,1,1,
1650922696441,1,1,
1650922756975,0,0,
1650922816310,0,0,
1650922876755,0,1,
1650922936205,0,1,
1650922996550,0,0,
1650923056937,0,1,
1650923116328,0,1,
1650923176704,1,1,
1650923236159,1,1,
1650923296602,1,1,
1650923361969,2,2,
1650923416384,2,2,
1650923476908,1,2,
1650923536304,1,2,
1650923596786,2,2,
1650923656213,2,2,
1650923716619,2,2,
1650923777005,2,2,
1650923836341,3,3,
1650923896715,1,1,
1650923956155,0,0,
1650924017574,0,0,
1650924076995,1,1,
1650924136426,1,2,
1650924196888,1,1,
1650924256363,1,1,
1650924316753,1,1,
1650924376347,0,0,
1650924436760,0,1,
1650924496376,0,3,
1650924556719,1,4,
1650924616275,1,4,
1650924676703,1,5,
1650924736104,0,2,
1650924796354,2,2,
1650924856795,2,2,
1650924916190,1,4,
1650924976663,5,4,
1650925037211,1,1,
1650925096589,1,1,
1650925157077,1,1,
1650925216485,1,1,
1650925276872,1,1,
1650925336319,1,1,
1650925396741,1,1,
1650925456284,1,2,
1650925516837,1,2,
1650925576295,2,2,
1650925636850,3,4,
1650925696278,0,1,
1650925756790,1,2,
1650925816259,1,2,
1650925876802,1,1,
1650925936215,2,4,
1650925996575,1,3,
1650926056996,1,4,
1650926116374,1,5,
1650926176768,2,6,
1650926236200,3,6,
1650926296618,3,4,
1650926357142,0,3,
1650926416447,4,5,
1650926476873,0,0,
1650926536324,0,1,
1650926596819,1,1,
1650926656222,0,1,
1650926716649,1,2,
1650926777222,0,0,
1650926836607,0,0,
1650926897008,0,1,
1650926956372,0,0,
1650927016684,2,2,
1650927077077,2,2,
1650927136587,2,2,
1650927196977,4,5,
1650927256365,0,0,
1650927316860,0,0,
1650927376251,0,0,
1650927436803,0,1,
1650927496213,0,0,
1650927556728,0,0,
1650927617177,0,0,
1650927676591,0,0,
1650927737125,0,0,
1650927796641,0,1,
1650927857142,1,1,
1650927916469,1,1,
1650927976879,3,4,
1650928036437,0,1,
1650928097949,0,2,
1650928156379,0,0,
1650928216818,0,0,
1650928276261,0,0,
1650928336743,0,0,
1650928396182,0,0,
1650928456623,0,0,
1650928516994,0,0,
1650928576606,0,0,
1650928637007,0,0,
1650928696485,0,0,
1650928756938,0,0,
1650928816434,0,0,
1650928876885,0,0,
1650928936130,2,2,
1650928996567,1,2,
1650929056927,2,2,
1650929116288,0,2,
1650929176790,3,5,
1650929236170,1,2,
1650929296740,1,3,
1650929356142,2,4,
1650929416645,4,4,
1650929477106,4,5,
1650929602184,3,5,
1650929602571,2,-1,
1650929602576,2,-1,
1650929656326,6,8,
1650929716759,13,14,
1650929776102,0,1,
1650929836627,0,0,
1650929897198,2,1,
1650929956695,2,1,
1650930016235,1,1,
1650930076706,2,4,
1650930136104,1,3,
1650930196721,3,4,
1650930256237,4,6,
1650930316619,0,1,
1650930377034,0,0,
1650930436337,0,0,
1650930496692,0,1,
1650930556141,0,0,
1650930616570,0,0,
1650930677064,0,0,
1650930736391,1,1,
1650930796863,3,4,
1650930856281,3,2,
1650930916700,5,2,
1650930976155,3,2,
1650931036726,1,1,
1650931096115,2,2,
1650931156710,2,2,
1650931217111,4,5,
1650931276555,0,0,
1650931336991,0,1,
1650931396389,0,1,
1650931456796,0,1,
1650931516333,2,2,
1650931576764,1,2,
1650931636235,1,2,
1650931696783,1,2,
1650931756190,0,0,
1650931816620,0,0,
1650931877100,0,0,
1650931936480,0,0,
1650931996804,0,0,
1650932056224,0,0,
1650932116663,2,2,
1650932177052,2,2,
1650932236794,0,1,
1650932296197,2,2,
1650932356551,0,2,
1650932416939,1,2,
1650932476381,0,2,
1650932536766,2,2,
1650932596335,2,2,
1650932656719,2,3,
1650932717066,3,3,
1650932776483,5,4,
1650932837041,0,1,
1650932961933,2,-1,
1650932962072,2,-1,
1650932962182,0,-1,
1650932962344,0,-1,
1650933016807,2,2,
1650933076211,1,2,
1650933136605,1,2,
1650933197009,1,2,
1650933256293,1,1,
1650933382174,3,-1,
1650933382305,3,-1,
1650933382457,1,-1,
1650933382608,1,-1,
1650933437113,1,2,
1650933496547,1,1,
1650933557046,2,1,
1650933616560,1,1,
1650933676939,1,1,
1650933736377,1,2,
1650933796726,1,1,
1650933857126,1,1,
1650933916631,1,1,
1650933977014,0,1,
1650934036368,0,0,
1650934096779,0,0,
1650934156178,0,0,
1650934216580,0,1,
1650934277076,1,1,
1650934336611,0,1,
1650934397045,1,2,
1650934456312,1,2,
1650934516764,4,4,
1650934577207,2,4,
1650934636832,2,4,
1650934696305,0,0,
1650934756692,0,0,
1650934817138,0,0,
1650934876491,2,2,
1650934936958,1,2,
1650934996252,3,2,
1650935056828,3,3,
1650935116140,3,3,
1650935176675,7,8,
1650935236287,5,4,
1650935296763,0,1,
1650935356182,3,3,
1650935416536,1,3,
1650935476885,1,3,
1650935536479,1,2,
1650935596804,1,2,
1650935656122,1,2,
1650935716640,1,2,
1650935776098,1,1,
1650935836604,1,2,
1650935897026,2,2,
1650935956604,0,1,
1650936016884,1,1,
1650936076254,0,0,
1650936136565,1,2,
1650936197096,1,2,
1650936256643,1,2,
1650936315973,1,2,
1650936376406,1,2,
1650936436973,1,2,
1650936496267,1,2,
1650936556667,1,2,
1650936616057,2,2,
1650936676502,0,0,
1650936736836,0,0,
1650936796351,0,0,
1650936856667,0,0,
1650936916214,0,0,
1650936976657,0,0,
1650937036102,0,0,
1650937096531,1,1,
1650937156857,1,1,
1650937216195,1,1,
1650937276784,2,2,
1650937336024,0,0,
1650937396465,0,0,
1650937456964,0,0,
1650937516341,0,0,
1650937576595,0,0,
1650937635977,0,0,
1650937696656,0,0,
1650937757166,1,1,
1650937882277,0,1,
1650937882345,0,-1,
1650937882539,0,-1,
1650937882591,0,-1,
1650937937242,0,0,
1650937996833,0,0,
1650938056292,1,1,
1650938116470,0,1,
1650938176816,1,1,
1650938236309,3,2,
1650938296723,2,2,
1650938356970,3,3,
1650938417272,2,2,
1650938476598,2,2,
1650938536956,2,2,
1650938596324,2,2,
1650938656808,2,2,
1650938716245,3,3,
1650938776577,0,0,
1650938837039,0,0,
1650938896384,0,0,
1650938956788,0,0,
1650939016137,0,0,
1650939142305,0,-1,
1650939142389,0,-1,
1650939142581,0,-1,
1650939142669,0,-1,
1650939196212,0,0,
1650939256786,0,0,
1650939316235,0,0,
1650939376949,0,1,
1650939436421,0,1,
1650939496794,2,1,
1650939556129,1,1,
1650939616488,1,1,
1650939676974,0,1,
1650939736274,0,1,
1650939796616,0,1,
1650939856928,2,2,
1650939916349,0,0,
1650939976795,0,0,
1650940036094,0,0,
1650940096468,0,0,
1650940156846,0,0,
1650940216236,0,0,
1650940276703,0,0,
1650940336068,1,1,
1650940396482,1,1,
1650940456928,1,1,
1650940516311,1,1,
1650940576704,0,1,
1650940636016,0,1,
1650940696452,0,0,
1650940756868,0,0,
1650940816266,0,0,
1650940876661,0,0,
1650940936941,0,0,
1650940996276,0,0,
1650941056620,0,0,
1650941117075,0,0,
1650941176477,0,0,
1650941236945,0,0,
1650941296376,0,0,
1650941356859,0,0,
1650941416322,2,1,
1650941476704,2,1,
1650941536127,2,1,
1650941596549,2,1,
1650941656932,1,1,
1650941716485,1,1,
1650941776801,0,1,
1650941836137,1,1,
1650941896604,1,1,
1650941956004,0,1,
1650942017283,1,1,
1650942142229,0,-1,
1650942142326,0,-1,
1650942142551,1,-1,
1650942142637,1,-1,
1650942196126,0,0,
1650942256577,0,0,
1650942317061,0,0,
1650942376430,0,0,
1650942436840,0,0,
1650942496216,0,1,
1650942556626,1,2,
1650942616015,1,2,
1650942676401,0,2,
1650942736718,1,2,
1650942796142,0,0,
1650942856554,0,0,
1650942916899,0,0,
1650942976273,0,0,
1650943036757,0,0,
1650943096131,0,0,
1650943156587,0,0,
1650943216020,1,1,
1650943276408,1,1,
1650943336837,1,1,
1650943396137,2,2,
1650943456426,1,2,
1650943516764,2,3,
1650943576207,0,0,
1650943636627,0,0,
1650943696077,0,0,
1650943756368,0,0,
1650943882484,0,-1,
1650943882582,0,-1,
1650943882812,1,-1,
1650943882885,1,-1,
1650943936443,0,0,
1650943996815,1,1,
1650944056153,1,1,
1650944116484,1,2,
1650944176924,3,3,
1650944236308,0,0,
1650944296692,0,0,
1650944356176,0,0,
1650944416616,0,0,
1650944476032,1,1,
1650944536475,2,1,
1650944597010,0,0,
1650944656315,2,2,
1650944716803,2,2,
1650944776181,2,2,
1650944836540,2,2,
1650944896903,2,2,
1650944956249,3,6,
1650945016668,0,2,
1650945076018,0,1,
1650945136296,2,2,
1650945196782,3,2,
1650945256356,1,1,
1650945316753,1,1,
1650945376206,0,0,
1650945436514,0,1,
1650945496994,0,1,
1650945556357,1,1,
1650945617719,0,0,
1650945676162,0,0,
1650945736658,0,0,
1650945795986,0,0,
1650945856457,0,0,
1650945916851,0,1,
1650945976102,1,1,
1650946036477,1,1,
1650946096812,0,1,
1650946156133,0,1,
1650946216433,1,1,
1650946276854,1,1,
1650946336253,0,1,
1650946396576,8,5,
1650946456035,1,1,
1650946516441,2,2,
1650946576810,0,0,
1650946636230,0,0,
1650946696597,0,0,
1650946755877,1,1,
1650946816200,2,1,
1650946876582,1,1,
1650946935902,1,2,
1650946996233,0,1,
1650947056684,0,0,
1650947115960,0,0,
1650947176624,0,0,
1650947237002,0,0,
1650947296358,0,0,
1650947356735,0,0,
1650947416926,0,0,
1650947476132,0,0,
1650947536355,0,0,
1650947596842,0,0,
1650947656179,0,0,
1650947716566,0,0,
1650947776982,0,0,
1650947836308,1,1,
1650947896738,0,0,
1650947956141,0,0,
1650948016577,0,0,
1650948076977,0,0,
1650948136364,1,2,
1650948196720,1,2,
1650948256121,1,2,
1650948316441,0,2,
1650948376792,1,2,
1650948436278,1,2,
1650948496662,1,2,
1650948556130,1,2,
1650948616570,1,2,
1650948676875,0,0,
1650948736306,0,0,
1650948796657,0,0,
1650948855994,0,0,
1650948916526,0,0,
1650948976879,0,0,
1650949036161,0,0,
1650949096638,0,0,
1650949156104,0,0,
1650949217372,0,0,
1650949276889,0,0,
1650949336284,0,0,
1650949396595,1,1,
1650949456909,0,3,
1650949516250,0,3,
1650949576659,1,1,
1650949636067,1,1,
1650949696469,0,1,
1650949756747,1,1,
1650949816279,1,1,
1650949876631,2,2,
1650949936064,2,2,
1650949996418,2,2,
1650950057132,4,3,
1650950116515,0,0,
1650950176846,0,0,
1650950236258,0,0,
1650950296657,0,0,
1650950356326,0,0,
1650950416622,0,0,
1650950477146,0,0,
1650950536481,1,1,
1650950597009,2,2,
1650950656347,2,2,
1650950716689,1,2,
1650950775984,0,0,
1650950836350,0,0,
1650950896849,0,0,
1650950956253,0,0,
1650951016759,2,1,
1650951076123,1,1,
1650951136494,1,1,
1650951196828,1,1,
1650951256239,0,1,
1650951316668,1,1,
1650951376004,1,1,
1650951436351,1,1,
1650951496873,3,3,
1650951556252,0,0,
1650951616766,0,0,
1650951676132,0,0,
1650951736510,0,0,
1650951796854,1,1,
1650951856316,1,1,
1650951916786,1,1,
1650951976072,0,2,
1650952036494,1,2,
1650952096895,3,2,
1650952156297,1,2,
1650952216609,0,0,
1650952276913,0,0,
1650952336404,0,2,
1650952396791,0,1,
1650952456142,0,1,
1650952516501,0,0,
1650952576788,0,0,
1650952636219,2,1,
1650952696475,2,1,
1650952756958,1,1,
1650952816407,2,3,
1650952876835,2,3,
1650952936196,2,3,
1650952996595,0,0,
1650953056094,0,0,
1650953116477,0,0,
1650953176788,0,0,
1650953236140,1,1,
1650953296700,0,2,
1650953356140,1,2,
1650953416604,1,4,
1650953476047,4,3,
1650953536517,3,3,
1650953596991,3,5,
1650953656420,0,0,
1650953716849,0,0,
1650953776208,0,0,
1650953836757,0,0,
1650953896188,0,1,
1650953956687,0,1,
1650954016129,1,1,
1650954076460,0,1,
1650954136901,0,1,
1650954196397,2,2,
1650954256775,2,2,
1650954316230,0,0,
1650954376623,0,0,
1650954437055,0,1,
1650954496286,0,1,
1650954556648,1,2,
1650954617047,3,2,
1650954676380,2,2,
1650954736741,1,3,
1650954796289,1,3,
1650954856713,2,3,
1650954917120,3,3,
1650954976512,5,3,
1650955037005,4,4,
1650955096276,0,1,
1650955156634,1,1,
1650955217022,1,1,
1650955276281,1,1,
1650955336677,2,2,
1650955397314,2,1,
1650955456672,1,1,
1650955516986,4,2,
1650955576387,3,3,
1650955636758,2,2,
1650955696287,3,3,
1650955756579,0,1,
1650955816946,0,1,
1650955876281,0,1,
1650955936638,0,1,
1650955997292,2,2,
1650956056681,1,2,
1650956116037,1,2,
1650956176447,3,3,
1650956236825,1,2,
1650956296219,2,2,
1650956356555,1,2,
1650956418036,2,2,
1650956476452,1,2,
1650956536819,2,3,
1650956596187,2,2,
1650956656532,0,1,
1650956716846,2,2,
1650956776169,3,4,
1650956836626,1,2,
1650956896023,0,2,
1650956956416,0,2,
1650957017000,0,2,
1650957076384,2,2,
1650957136766,3,4,
1650957196127,0,0,
1650957256409,0,0,
1650957316836,0,0,
1650957376139,0,0,
1650957436650,0,0,
1650957495972,0,0,
1650957556383,0,0,
1650957616729,1,2,
1650957676265,0,0,
1650957736606,3,2,
1650957797042,3,5,
1650957856452,0,2,
1650957916788,1,2,
1650957976175,0,1,
1650958036615,2,2,
1650958096888,1,1,
1650958156234,1,1,
1650958216688,3,2,
1650958276157,4,4,
1650958336785,1,3,
1650958396273,1,4,
1650958456810,6,4,
1650958516072,2,4,
1650958576453,2,4,
1650958636705,0,1,
1650958696019,2,3,
1650958756570,1,3,
1650958817069,1,3,
1650958876534,5,8,
1650958936944,5,8,
1650958996499,3,9,
1650959057104,5,9,
1650959116425,4,9,
1650959176934,1,1,
1650959236317,0,1,
1650959296790,1,1,
1650959356156,1,1,
1650959416554,1,1,
1650959477114,0,1,
1650959536460,0,1,
1650959596949,0,1,
1650959656236,0,0,
1650959716599,0,1,
1650959777009,1,1,
1650959836306,4,4,
1650959896673,3,3,
1650959956037,3,4,
1650960017443,2,4,
1650960076760,0,4,
1650960136219,2,5,
1650960196950,4,7,
1650960256340,5,6,
1650960316680,8,9,
1650960376034,9,11,
1650960436578,2,2,
1650960497017,0,2,
1650960556360,1,2,
1650960616683,0,2,
1650960676141,0,2,
1650960736522,3,4,
1650960796900,2,4,
1650960856279,2,4,
1650960916573,1,4,
1650960976921,2,4,
1650961036450,0,0,
1650961096982,0,0,
1650961156340,0,0,
1650961216774,0,0,
1650961276211,0,0,
1650961336601,1,1,
1650961396928,0,0,
1650961456260,0,1,
1650961516807,0,0,
1650961576223,2,3,
1650961636618,2,4,
1650961696996,1,3,
1650961756424,0,2,
1650961816900,0,3,
1650961876416,2,5,
1650961937055,8,8,
1650961996358,3,6,
1650962056802,11,10,
1650962116189,10,11,
1650962176775,11,13,
1650962236135,2,2,
1650962296499,2,2,
1650962356948,2,2,
1650962416415,2,2,
